,Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,nueva,reporte
81,81,"August 27, 1923",1730,"East Mallling, United Kingdom",Air Union,?,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,F-AECB,4,11,9,2,1,1,0,0,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed.",1923-08-27,"La aeronave perdió un motor a los 45 minutos de vuelo. Como el avión era incapaz de mantener un vuelo nivelado con un solo motor en funcionamiento, el piloto decidió realizar un aterrizaje de emergencia. Le pidió al mecánico que le pidiera a dos pasajeros que se movieran hacia la parte trasera del avión. Aparentemente, esta instrucción fue malinterpretada por los pasajeros, ya que cuatro de ellos se dirigieron hacia la parte trasera de la aeronave. Esto afectó el centro de gravedad de la aeronave, que entró en barrena y se estrelló."
82,82,"August 27, 1923",?,"Bucharest, Romania",Campagnie France Roumaine,?,?,Blériot Spad 46,F-AEGN,28,2,1,1,2,1,1,0,Crashed while on approach to Bucharesst.,1923-08-27,Se estrelló mientras se aproximaba a Bucharesst.
83,83,"September 07, 1923",?,"Colton, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,283,?,1,0,1,1,0,1,0,Crashed during an emergency landing attempt.,1923-09-07,Se estrelló durante un intento de aterrizaje de emergencia.
84,84,"September 14, 1923",c 18:00,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,?,Croydon - Manchester,de Havilland DH-34,G-EBBS,29,5,3,2,5,3,2,0,Crashed while attempting a forced landing after encountering heavy rain.,1923-09-14,Se estrelló al intentar un aterrizaje forzoso después de encontrarse con fuertes lluvias.
85,85,"November 18, 1923",?,Russia,CCCP,?,?,Junkers F-13,D-257,?,5,2,3,3,1,2,0,Crashed during a training flight.,1923-11-18,Se estrelló durante un vuelo de entrenamiento.
86,86,"December 06, 1923",?,"Castalia, Ohio",US Aerial Mail Service,?,?,De Havilland DH-4,318,?,1,0,1,1,0,1,0,Crashed under unknown circumstances.,1923-12-06,Se estrelló en circunstancias desconocidas.
87,87,"December 23, 1923",c 02:30,Over the Mediterranean Sea,Military - French Navy,?,Toulon - Algiers,Zeppelin Dixmunde (airship),L-72,?,52,?,?,52,?,?,0,"Crashed while on a flight from Toulon, France to Algiers, Algeria.  The last known radio contact reported the ship nearly out of fuel and battling strong winds.  Struck by lightning.",1923-12-23,"Se estrelló durante un vuelo de Toulon, Francia a Argel, Argelia. El último contacto de radio conocido informó que el barco estaba casi sin combustible y luchando contra fuertes vientos. Golpeado por un rayo."
88,88,"December 24, 1923",?,"Egbert, WY",US Aerial Mail Service,?,?,De Havilland DH-4,315,?,1,0,1,1,0,1,0,Crashed into a montain in poor weather conditions.,1923-12-24,Se estrelló contra una montaña en malas condiciones climáticas.
89,89,"March 07, 1924",?,"Grampian, Pennsylvania",US Aerial Mail Service,?,?,De Havilland DH-4,327,?,1,0,1,1,0,1,0,Crashed during a snowstorm.,1924-03-07,Se estrelló durante una tormenta de nieve.
90,90,"April 24, 1924",?,Over the English Channel,KLM Royal Dutch Airlines,?,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,H-NABS,1535,3,2,1,3,2,1,0,The aircraft disappeared over the North Sea. The plane and passengers were never found.,1924-04-24,El avión desapareció sobre el Mar del Norte. El avión y los pasajeros nunca fueron encontrados.
91,91,"June 08, 1924",?,"Barranquilla, Colombia",SCADTA,?,Barranquilla - Bogota,Junkers F-13,A16,684,5,3,2,5,3,2,0,Stalled after taking off and crashed into houses..,1924-06-08,Se detuvo después de despegar y se estrelló contra las casas.
92,92,"August 01, 1924",?,United States,US Aerial Mail Service,?,?,De Havilland DH-4,297,?,1,0,1,1,0,1,0,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed.",1924-08-01,"El pliot hizo una pasada baja en honor a otro piloto que había muerto, entrado en pérdida y cobrado."
93,93,"November 06, 1924",?,"Cabrerolles, France",Grands Express Aeriens,?,?,Breguet 14,F-AFBD,?,1,0,1,1,0,1,0,"While en route the pilot encountered thunderstorms, lost control and crashed.",1924-11-06,"Mientras estaba en ruta, el piloto se encontró con tormentas eléctricas, perdió el control y se estrelló."
94,94,"December 21, 1924",?,"Goshen, Indiana",US Aerial Mail Service,?,?,De Havilland DH-4,311,?,1,0,1,1,0,1,0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed.",1924-12-21,"Perdido en una tormenta de nieve, el piloto decidió saltar del avión pero murió."
95,95,"December 24, 1924",c 12:00,"Purley, England",Imperial Airways,?,London - Paris,de Havilland DH-34B,G-EBBX,36,8,7,1,8,7,1,0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing.",1924-12-24,"Poco después de despegar, los testigos observaron una bocanada de humo blanco, después de lo cual el avión se estrelló contra el suelo. Se estrelló debido a una falla mecánica desconocida y posterior parada. El Capitán Stewart y siete pasajeros murieron en un intento de aterrizaje forzoso."
96,96,"March 22, 1925",?,"Near Tiflis, Georgia, USSR",Zakavia,?,Tiflis - Suchumi,Junkers F-13,R-RECA,590,5,3,2,5,3,2,0,Shortly after take off the plane went out of control and crashed in flames.,1925-03-22,"Poco después del despegue, el avión perdió el control y se estrelló en llamas."
97,97,"April 25, 1925",?,"Alicante, Spain",Grands Express Aeriens,?,Alicante - Barcelona - Toulouse,Breguet 14,F-AFBB,202,3,1,2,3,1,2,0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed.",1925-04-25,"Poco después del despegue, mientras volaba a baja altura, con poca visibilidad, la aeronave golpeó un pararrayos, se detuvo y se estrelló."
98,98,"June 25, 1925",?,"Landrécies, France",KLM Royal Dutch Airlines,?,Amsterdam - Paris,Fokker (KLM)  F.III,H-NABM,1502,4,3,1,4,3,1,0,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight.",1925-06-25,"En un giro con mal tiempo, el ala derecha golpeó árboles y el avión se estrelló. Fallo de un alerón en vuelo."
99,99,"June 26, 1925",?,"Alicante, Spain",Grands Express Aeriens,?,Oran - Alicante,Lioré-et-Olivier LeO H-13,F-FREM,?,2,0,2,2,0,2,0,While attempting to land the seaplane hit a lightning mast and crashed.,1925-06-26,"Mientras intentaba aterrizar, el hidroavión golpeó un mástil relámpago y se estrelló."
100,100,"July 20, 1925",?,"Rosas, Spain",Lignes Aeriennes Latecoere,?,Toulouse - Barcelona,Breguet 14,F-AFBI,209,1,0,1,1,0,1,0,Crashed in unknown circumstance.,1925-07-20,Se estrelló en circunstancias desconocidas.
101,101,"July 24, 1925",?,"Budapest, Hungary",CIDNA,?,?,Potez IX,?,?,1,0,1,1,0,1,0,Crashed while attempting to land 10 km from the airport,1925-07-24,Se estrelló al intentar aterrizar a 10 km del aeropuerto
102,102,"September 03, 1925",0530,"Caldwell, Ohio",Military - U.S. Navy,?,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),ZR-1,?,43,0,43,14,0,14,0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart.",1925-09-03,"El Shenandoah volaba sobre el sur de Ohio cuando repentinamente se encontró con condiciones atmosféricas violentas (tormentas eléctricas). Poderosas corrientes de aire la azotaron tan severamente que su tripulación no pudo mantener el control. Elevándose rápidamente por encima de su altura de presión, luego cayendo y elevándose de nuevo, la estructura de su casco estaba sobrecargada en medio del barco, partiendo la aeronave en dos. El coche de control externo de Shenandoah y dos coches de motor cayeron libres, llevando al oficial al mando del dirigible y a varios otros hombres a la muerte. La sección de popa descendió cerca, mientras que varios hombres pudieron hacer volar la sección de proa a tierra como un globo libre. La aeronave fue la primera que se infló con helio en lugar de hidrógeno, lo que puede haber salvado vidas ya que no explotó cuando se desmoronó. La aeronave fue la primera que se infló con helio en lugar de hidrógeno, lo que puede haber salvado vidas ya que no explotó cuando se desmoronó."
103,103,"September 07, 1925",?,"Toul, France",CIDNA,?,?,Spad 33,?,?,?,?,?,?,?,?,?,?,1925-09-07,
104,104,"October 01, 1925",?,"Mt. Nittany, Ohio",US Aerial Mail Service,?,New York - San Francisco,De Havilland DH-4,385,?,1,0,1,1,0,1,0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.,1925-10-01,Se estrelló contra una zona boscosa en Mt. Nittany con niebla y poca visibilidad.
105,105,"November 14, 1925",?,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,?,?,Breguet 14,F-AEGZ,168,1,0,1,1,0,1,0,The pilot suffered sunstroke lost control of the plane and crashed.,1925-11-14,"El piloto sufrió una insolación, perdió el control del avión y se estrelló."
106,106,"November 14, 1925",?,"Off Boulogne-sur-Mer, France",Air Union,?,?,Farman F-60 Goliath,F-FHMY,?,2,?,?,2,?,?,0,?,1925-11-14,
107,107,"February 12, 1926",?,"Montpelier, Ohio",US Aerial Mail Service,?,?,Curtiss Carrier Pigeon,602,?,1,0,1,1,0,1,0,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area.",1926-02-12,"Mientras el avión correo volaba a baja altura, la aeronave golpeó árboles y se estrelló en una zona boscosa."
108,108,"March 08, 1926",?,"Staaken, Germany",Deutche Lufthansa,?,?,Junkers F-13,D-290D-290,665,1,0,1,1,0,1,0,While in a training filight the aircraft stalled and crashed while attempting to land.,1926-03-08,"Durante un vuelo de entrenamiento, la aeronave se detuvo y se estrelló al intentar aterrizar."
109,109,"May 31, 1926",?,English Channel,Air Union,?,Paris - Cryodon,Breguet 14,F-ADAI,1908,1,0,1,1,0,1,0,The mail plane crashed into the English Channel and was never found.,1926-05-31,El avión correo se estrelló en el Canal de la Mancha y nunca fue encontrado.
110,110,"July 03, 1926",?,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,?,Paris - Prague - Budapest,Caudron C-61,F-AFBT,5307,6,4,2,6,4,2,0,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.,1926-07-03,Se estrelló mientras se dirigía a una montaña en condiciones climáticas adversas. El piloto volaba a una altitud demasiado baja.
111,111,"July 09, 1926",0930,"Wolvertem, Belgium",KLM Royal Dutch Airlines,?,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,H-NACC,4759,2,1,1,2,1,1,0,Crashed into the ground while descending in poor weather.,1926-07-09,Se estrelló contra el suelo mientras descendía con mal tiempo.
112,112,"July 24, 1926",?,"Juist, Germany",Deutsche Lufthansa,?,?,Junkers F-13,D-272,660,5,4,1,5,4,1,0,Crashed under weather related.circumstances.,1926-07-24,Se estrelló bajo circunstancias relacionadas con el clima.
113,113,"August 18, 1926",?,"Hurst, Kent, England",Air Union,?,"Lebourget, France - Croydon, England",Bleriot 155,F-AIEB,2,15,13,2,3,2,1,0,The plane made a forced landing at Romney Marsh  in heavy fog.  Engine failure. The pilot initally survived but died a day later.,1926-08-18,El avión hizo un aterrizaje forzoso en Romney Marsh en medio de una densa niebla. Falla del motor. El piloto sobrevivió inicialmente pero murió un día después.
114,114,"September 26, 1926",?,"New York, New York",?,?,New York - Paris,Sikorsky S-25,?,?,5,4,1,2,2,0,0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.,1926-09-26,Demasiado peso hizo que el tren de aterrizaje colapsara cuando el avión despegó hacia París en el primer vuelo transatlántico de pasajeros.
115,115,"October 02, 1926",1527,"Leigh, Kent, Unied Kingdom",Air Union,?,Paris - London,Bleriot 155,F- AICQ,1,7,5,2,7,5,2,0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..",1926-10-02,"Después de un incendio en el motor, el piloto intenta realizar un aterrizaje de emergencia en Penshurst Airfield, pero se estrella."
116,116,"October 08, 1926",?,"Bueren, Germany",Deutsche Lufthansa,?,?,Fokker FG III,D-468,1554,4,3,1,4,3,1,0,Weather related.,1926-10-08,Relacionado con el clima.
117,117,"October 21, 1926",c 13:15,English Channel,Imperial Airways,?,Croydon - Paris,Handley Page W-10,G-EBMS,W10/3,12,10,2,0,0,0,0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.",1926-10-21,"El avión estaba en un vuelo de Londres a París cuando se perdió la energía en el motor de estribor. La aeronave comenzó a perder altitud hasta que finalmente se hundió en el mar a unas 18 millas de la costa inglesa. El avión permaneció a flote el tiempo suficiente para que el barco pesquero Invicta, pilotado por el Capitán Marshall, rescatara a todos a bordo. El avión se llamaba Prince Henry."
118,118,"November 11, 1926",0800,"Cape Bojador, Morocco",Grands Express Aeriens,?,Casablanca -Dakar,Breguet 14,F-AFAX,198,3,3,0,3,3,0,0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.",1926-11-11,"Mientras estaba en ruta y navegando a lo largo de la costa, el motor del avión correo falló. La tripulación realizó un aterrizaje de emergencia en una playa cercana al Cabo Bojador. Después del aterrizaje, la tripulación fue atacada por miembros de la tribu Maures y asesinada mientras el avión fue incendiado y destruido."
